term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
colon cancer,Malignant tumor of colon,Diagnosis,1,0,1,1,Bösartige Neubildung des Kolons,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
chemoradiation,Chemoradiotherapy,TreatmentName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
coffee-ground emesis,Coffee ground vomiting,SymptomOrSign,1,0,1,1,Kaffeesatzartiges Erbrechen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"GI
 bleeding",Gastrointestinal Hemorrhage,SymptomOrSign,1,0,1,0.99,Gastrointestinale Hämorrhagie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bilateral pleural effusion,Bilateral pleural effusion,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
terminates,Study Terminated,SymptomOrSign,0,1,1,0.81,,,,,,1,Failed: 1/1; Files: 1,FALSE
axillary region,Axilla,BodyStructure,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
gastro-esophageal junction,Esophagogastric Junction,BodyStructure,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
gastroesophageal junction,Esophagogastric Junction,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
immunocompromised,Immunocompromised Host,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
seizures,Seizures,SymptomOrSign,1,0,1,0.83,Krampfanfall,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"evaluate for
 interval",Evaluation Interval,ExaminationName,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
collapsed,Collapse (finding),SymptomOrSign,1,0,1,0.99,Kollaps,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
normal position,Normal position,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cardiac enlargement,Cardiomegaly,SymptomOrSign,1,0,1,0.97,Kardiomegalie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
infectious disorders,Communicable Diseases,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fungal,Fungal,Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
mycobacterial,mycobacterial,Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
contrast-enhanced chest CT,Contrast enhanced chest CT,ExaminationName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
PEG tube,Percutaneous endoscopic tube,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
radiodense,Radiodensity,SymptomOrSign,0,1,1,0.84,,,,,,1,Failed: 1/1; Files: 1,FALSE
gastric ulcer,Gastric ulcer,Diagnosis,1,0,1,0.99,Magengeschwür,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"right
 ventricle",Right ventricular structure,BodyStructure,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chest tightness,Chest tightness,SymptomOrSign,1,0,1,1,Engegefühl im Brustkorb,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
THICKENING,Thickened,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
CHEST IMAGING,Chest imaging,ExaminationName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
DKA,Diabetic Ketoacidosis,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
primary sclerosing cholangitis,Primary sclerosing cholangitis,Diagnosis,1,0,1,0.98,Primär sklerosierende Cholangitis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Ventricular fibrillation,Ventricular Fibrillation,Diagnosis,1,0,1,1,Kammerflimmern,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
innominate vein,Structure of brachiocephalic vein,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
interstitial,interstitial,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
evaluable,Evaluable Disease,Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
height,Height,ExaminationName,0,1,1,0.88,,,,,,1,Failed: 1/1; Files: 1,FALSE
brown sputum,Brown sputum,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
dressing,Dressing of skin or wound,TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
repositioning,Repositioning (procedure),TreatmentName,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"chest
 pain",Chest Pain,SymptomOrSign,1,0,1,1,Thoraxschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ninth rib,Bone structure of ninth rib,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
neck pain,Neck Pain,SymptomOrSign,1,0,1,1,Nackenschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
rhinorrhea,Rhinorrhea,SymptomOrSign,1,0,1,0.99,Nasensekret,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"bronchial
 structures",Bronchi,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
parenchymal consolidations,Parenchymal consolidation,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
consolidated,consolidated,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
Cardiac lymphoma,Cardiac Lymphoma,Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
chemotherapy,Chemotherapy,TreatmentName,1,0,1,0.99,Chemotherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"physical
 exam",Physical Examination,ExaminationName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
basis,Basis - conceptual entity,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
air-fluid level,x-ray series of small bowel: air fluid levels,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
pulmonary parenchymal infiltrates,Pulmonary parenchymal infiltration,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
6L,6L,TreatmentName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
polyarthropathy,Polyarthropathy,Diagnosis,1,0,1,1,Polyarthropathie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pseudogout,Pseudogout,Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
"Endotracheal
 tube",Endotracheal tube,TreatmentName,1,0,1,0.99,Endotrachealtubus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"pleural
 fluid",Pleural fluid,SymptomOrSign,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
intervention,Interventional procedure,TreatmentName,1,0,1,0.91,Prozedur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
PPM,PLZ4-coated Paclitaxel-loaded Micelle Formulation,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
vein,Veins,BodyStructure,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pectoral region,Pectoral region structure,BodyStructure,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracic outlet,Thoracic outlet,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
volumes,Volume,ExaminationName,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
esophageal tear,Esophageal tear,Diagnosis,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
Aortic aneurysm,Aortic Aneurysm,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
post,Post,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
contours,Contour form,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
DOE,Dyspnea on exertion,SymptomOrSign,1,0,1,0.99,Belastungsdyspnoe,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
enlargement of the left ventricle,Left Ventricular Hypertrophy,SymptomOrSign,1,0,1,0.91,Linksventrikuläre Hypertrophie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
HCC,Liver carcinoma,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
spurs,Spur (body structure),SymptomOrSign,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
heart failure,Heart failure,Diagnosis,1,0,1,1,Herzversagen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ventricular arrhythmias,Ventricular arrhythmia,Diagnosis,1,0,1,0.98,Ventrikuläre Arrhythmie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
obstruction,Obstruction,SymptomOrSign,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"lung
 biopsy",Biopsy of lung,ExaminationName,1,0,1,0.99,Lungenbiopsie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
non-distended,Abdomen not distended,SymptomOrSign,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chin,Chin,BodyStructure,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
flexed,Flexed (finding),SymptomOrSign,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
dorsal vertebra,Bone structure of thoracic vertebra,BodyStructure,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
osteoporotic,Osteoporosis,Diagnosis,1,0,1,0.99,Osteoporose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
esophageal squamous cell carcinoma,Squamous cell carcinoma of esophagus,Diagnosis,1,0,1,0.99,Plattenepithelkarzinom des Ösophagus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
open,Open,TreatmentName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary embolus,Pulmonary Embolism,Diagnosis,1,0,1,0.92,Lungenembolie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
mediastinal structures,Mediastinum,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"interval
 change",12-lead electrocardiogram: interval change,SymptomOrSign,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
RA,Rheumatoid Arthritis,Diagnosis,1,0,1,0.99,Rheumatoide Arthritis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Graves disease,Graves Disease,Diagnosis,1,0,1,1,Basedow-Krankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
levothyroxine,levothyroxine,MedicationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
TKR,Knee Replacement Arthroplasty,TreatmentName,1,0,1,1,Arthroplastik des Knies,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
acute pulmonary embolism,Acute pulmonary embolism,Diagnosis,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
arterial,Arteries,TreatmentName,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
embolization,"Embolization, Therapeutic",TreatmentName,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fat deposition,Fatty deposition,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
central venous lines,"Central venous catheter, device",TreatmentName,1,0,1,0.98,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
tingling,Has tingling sensation,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
arms,Upper Extremity,BodyStructure,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
legs,Lower Extremity,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
nerve,Nerve,BodyStructure,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hypothermia,Hypothermia (central) (local),TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
subclavian vein,Structure of subclavian vein,BodyStructure,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
afebrile,Apyrexial,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary hemorrhage,Pulmonary hemorrhage,Diagnosis,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
DLBCL,Diffuse Large B-Cell Lymphoma,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
HD,Huntington Disease,Diagnosis,1,0,1,1,Huntington-Krankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
chemo,Chemotherapy,TreatmentName,1,0,1,0.85,Chemotherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
BEAM,carmustine/cytarabine/etoposide/melphalan regimen,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
"physical
  exam",Physical Examination,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
PE,Pulmonary Embolism,Diagnosis,1,0,1,1,Lungenembolie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
STEMI,ST segment elevation myocardial infarction,Diagnosis,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
breast tissue,Breast tissue sample,BodyStructure,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracic aortic,Thoracic aorta,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
SDH,"Hematoma, Subdural",Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cholangitis,Cholangitis,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
azygos lobe,Azygos lobe of lung,Diagnosis,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Biliary stent,Insertion of biliary stent,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
superior vena cava,Superior vena cava structure,BodyStructure,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
acute liver failure,"Liver Failure, Acute",Diagnosis,1,0,1,0.94,"Leberversagen, akutes",,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
clearing,Clearing,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
coughing,Coughing,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
HF,Heart failure,Diagnosis,1,0,1,0.8,Herzversagen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
agitation,Agitation,SymptomOrSign,1,0,1,0.99,Sich agitiert fühlen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
shoulders,Shoulder,BodyStructure,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
flattened diaphragms,diaphragm flattened,SymptomOrSign,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
fibrotic,fibrotic,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
chronic disease,Chronic disease,Diagnosis,1,0,1,1,Chronische Krankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Chronic lung disease,Chronic lung disease,Diagnosis,1,0,1,0.92,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
___,___,WordAnalysis,0,0,2240,0.0,,,,,analysis,0,High frequency term from word analysis: 2240 occurrences,False
no,No,WordAnalysis,0,0,1584,0.0,,,,,analysis,0,High frequency term from word analysis: 1584 occurrences,False
right,Right,WordAnalysis,0,0,1150,0.0,,,,,analysis,0,High frequency term from word analysis: 1150 occurrences,False
report,Report,WordAnalysis,0,0,1004,0.0,,,,,analysis,0,High frequency term from word analysis: 1004 occurrences,False
final,Final,WordAnalysis,0,0,1002,0.0,,,,,analysis,0,High frequency term from word analysis: 1002 occurrences,False
there,There,WordAnalysis,0,0,990,0.0,,,,,analysis,0,High frequency term from word analysis: 990 occurrences,False
left,Left,WordAnalysis,0,0,976,0.0,,,,,analysis,0,High frequency term from word analysis: 976 occurrences,False
comparison,Comparison,WordAnalysis,0,0,864,0.0,,,,,analysis,0,High frequency term from word analysis: 864 occurrences,False
impression,Impression,WordAnalysis,0,0,814,0.0,,,,,analysis,0,High frequency term from word analysis: 814 occurrences,False
indication,Indication,WordAnalysis,0,0,640,0.0,,,,,analysis,0,High frequency term from word analysis: 640 occurrences,False
acute,Acute,WordAnalysis,0,0,466,0.0,,,,,analysis,0,High frequency term from word analysis: 466 occurrences,False
old,Old,WordAnalysis,0,0,420,0.0,,,,,analysis,0,High frequency term from word analysis: 420 occurrences,False
history,History,WordAnalysis,0,0,420,0.0,,,,,analysis,0,High frequency term from word analysis: 420 occurrences,False
portable,Portable,WordAnalysis,0,0,412,0.0,,,,,analysis,0,High frequency term from word analysis: 412 occurrences,False
seen,Seen,WordAnalysis,0,0,406,0.0,,,,,analysis,0,High frequency term from word analysis: 406 occurrences,False
year,Year,WordAnalysis,0,0,402,0.0,,,,,analysis,0,High frequency term from word analysis: 402 occurrences,False
prior,Prior,WordAnalysis,0,0,346,0.0,,,,,analysis,0,High frequency term from word analysis: 346 occurrences,False
mild,Mild,WordAnalysis,0,0,328,0.0,,,,,analysis,0,High frequency term from word analysis: 328 occurrences,False
silhouette,Silhouette,WordAnalysis,0,0,310,0.0,,,,,analysis,0,High frequency term from word analysis: 310 occurrences,False
lower,Lower,WordAnalysis,0,0,306,0.0,,,,,analysis,0,High frequency term from word analysis: 306 occurrences,False
small,Small,WordAnalysis,0,0,300,0.0,,,,,analysis,0,High frequency term from word analysis: 300 occurrences,False
focal,Focal,WordAnalysis,0,0,284,0.0,,,,,analysis,0,High frequency term from word analysis: 284 occurrences,False
evidence,Evidence,WordAnalysis,0,0,260,0.0,,,,,analysis,0,High frequency term from word analysis: 260 occurrences,False
compared,Compared,WordAnalysis,0,0,246,0.0,,,,,analysis,0,High frequency term from word analysis: 246 occurrences,False
patient,Patient,WordAnalysis,0,0,242,0.0,,,,,analysis,0,High frequency term from word analysis: 242 occurrences,False
moderate,Moderate,WordAnalysis,0,0,236,0.0,,,,,analysis,0,High frequency term from word analysis: 236 occurrences,False
bilateral,Bilateral,WordAnalysis,0,0,232,0.0,,,,,analysis,0,High frequency term from word analysis: 232 occurrences,False
interval,Interval,WordAnalysis,0,0,214,0.0,,,,,analysis,0,High frequency term from word analysis: 214 occurrences,False
cardiomediastinal,Cardiomediastinal,WordAnalysis,0,0,210,0.0,,,,,analysis,0,High frequency term from word analysis: 210 occurrences,False
vascular,Vascular,WordAnalysis,0,0,210,0.0,,,,,analysis,0,High frequency term from word analysis: 210 occurrences,False
cardiopulmonary,Cardiopulmonary,WordAnalysis,0,0,206,0.0,,,,,analysis,0,High frequency term from word analysis: 206 occurrences,False
not,Not,WordAnalysis,0,0,202,0.0,,,,,analysis,0,High frequency term from word analysis: 202 occurrences,False
view,View,WordAnalysis,0,0,192,0.0,,,,,analysis,0,High frequency term from word analysis: 192 occurrences,False
likely,Likely,WordAnalysis,0,0,190,0.0,,,,,analysis,0,High frequency term from word analysis: 190 occurrences,False
noted,Noted,WordAnalysis,0,0,172,0.0,,,,,analysis,0,High frequency term from word analysis: 172 occurrences,False
new,New,WordAnalysis,0,0,166,0.0,,,,,analysis,0,High frequency term from word analysis: 166 occurrences,False
position,Position,WordAnalysis,0,0,164,0.0,,,,,analysis,0,High frequency term from word analysis: 164 occurrences,False
increased,Increased,WordAnalysis,0,0,164,0.0,,,,,analysis,0,High frequency term from word analysis: 164 occurrences,False
again,Again,WordAnalysis,0,0,158,0.0,,,,,analysis,0,High frequency term from word analysis: 158 occurrences,False
placement,Placement,WordAnalysis,0,0,158,0.0,,,,,analysis,0,High frequency term from word analysis: 158 occurrences,False
low,Low,WordAnalysis,0,0,158,0.0,,,,,analysis,0,High frequency term from word analysis: 158 occurrences,False
within,Within,WordAnalysis,0,0,152,0.0,,,,,analysis,0,High frequency term from word analysis: 152 occurrences,False
clinical,Clinical,WordAnalysis,0,0,152,0.0,,,,,analysis,0,High frequency term from word analysis: 152 occurrences,False
which,Which,WordAnalysis,0,0,150,0.0,,,,,analysis,0,High frequency term from word analysis: 150 occurrences,False
previous,Previous,WordAnalysis,0,0,144,0.0,,,,,analysis,0,High frequency term from word analysis: 144 occurrences,False
present,Present,WordAnalysis,0,0,138,0.0,,,,,analysis,0,High frequency term from word analysis: 138 occurrences,False
status,Status,WordAnalysis,0,0,138,0.0,,,,,analysis,0,High frequency term from word analysis: 138 occurrences,False
mid,Mid,WordAnalysis,0,0,136,0.0,,,,,analysis,0,High frequency term from word analysis: 136 occurrences,False
without,Without,WordAnalysis,0,0,136,0.0,,,,,analysis,0,High frequency term from word analysis: 136 occurrences,False
final report,Final Report,WordAnalysis-2-grams,0,0,1000,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 1000 occurrences,False
___ year,___ Year,WordAnalysis-2-grams,0,0,402,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 402 occurrences,False
year old,Year Old,WordAnalysis-2-grams,0,0,402,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 402 occurrences,False
___ findings,___ Findings,WordAnalysis-2-grams,0,0,386,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 386 occurrences,False
report examination,Report Examination,WordAnalysis-2-grams,0,0,380,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 380 occurrences,False
comparison ___,Comparison ___,WordAnalysis-2-grams,0,0,320,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 320 occurrences,False
indication ___,Indication ___,WordAnalysis-2-grams,0,0,316,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 316 occurrences,False
no acute,No Acute,WordAnalysis-2-grams,0,0,276,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 276 occurrences,False
impression no,Impression No,WordAnalysis-2-grams,0,0,272,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 272 occurrences,False
portable ap,Portable Ap,WordAnalysis-2-grams,0,0,270,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 270 occurrences,False
___ ___,___ ___,WordAnalysis-2-grams,0,0,230,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 230 occurrences,False
no pneumothorax,No Pneumothorax,WordAnalysis-2-grams,0,0,222,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 222 occurrences,False
no pleural,No Pleural,WordAnalysis-2-grams,0,0,220,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 220 occurrences,False
chest portable,Chest Portable,WordAnalysis-2-grams,0,0,212,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 212 occurrences,False
acute cardiopulmonary,Acute Cardiopulmonary,WordAnalysis-2-grams,0,0,204,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 204 occurrences,False
focal consolidation,Focal Consolidation,WordAnalysis-2-grams,0,0,196,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 196 occurrences,False
ap indication,Ap Indication,WordAnalysis-2-grams,0,0,182,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 182 occurrences,False
report indication,Report Indication,WordAnalysis-2-grams,0,0,182,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 182 occurrences,False
no evidence,No Evidence,WordAnalysis-2-grams,0,0,178,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 178 occurrences,False
old man,Old Man,WordAnalysis-2-grams,0,0,174,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 174 occurrences,False
cardiac silhouette,Cardiac Silhouette,WordAnalysis-2-grams,0,0,160,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 160 occurrences,False
lower lobe,Lower Lobe,WordAnalysis-2-grams,0,0,154,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 154 occurrences,False
cardiopulmonary process,Cardiopulmonary Process,WordAnalysis-2-grams,0,0,152,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 152 occurrences,False
report history,Report History,WordAnalysis-2-grams,0,0,148,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 148 occurrences,False
cardiomediastinal silhouette,Cardiomediastinal Silhouette,WordAnalysis-2-grams,0,0,144,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 144 occurrences,False
comparison chest,Comparison Chest,WordAnalysis-2-grams,0,0,138,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 138 occurrences,False
vascular congestion,Vascular Congestion,WordAnalysis-2-grams,0,0,136,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 136 occurrences,False
right pleural,Right Pleural,WordAnalysis-2-grams,0,0,126,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 126 occurrences,False
old woman,Old Woman,WordAnalysis-2-grams,0,0,124,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 124 occurrences,False
right lung,Right Lung,WordAnalysis-2-grams,0,0,122,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 122 occurrences,False
chest comparison,Chest Comparison,WordAnalysis-2-grams,0,0,120,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 120 occurrences,False
bilateral pleural,Bilateral Pleural,WordAnalysis-2-grams,0,0,116,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 116 occurrences,False
lat indication,Lat Indication,WordAnalysis-2-grams,0,0,108,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 108 occurrences,False
prior study,Prior Study,WordAnalysis-2-grams,0,0,108,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 108 occurrences,False
no focal,No Focal,WordAnalysis-2-grams,0,0,106,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 106 occurrences,False
left lower,Left Lower,WordAnalysis-2-grams,0,0,106,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 106 occurrences,False
status post,Status Post,WordAnalysis-2-grams,0,0,104,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 104 occurrences,False
