term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
pulmonary parenchymal infiltrates,Pulmonary parenchymal infiltration,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
6L,6L,TreatmentName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
polyarthropathy,Polyarthropathy,Diagnosis,1,0,1,1.0,Polyarthropathie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pseudogout,Pseudogout,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
"Endotracheal
 tube",Endotracheal tube,TreatmentName,1,0,1,0.99,Endotrachealtubus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
drainage catheter,"Catheter, drainage",TreatmentName,0,3,3,0.997,,,,,,2,Failed: 3/3; Files: 2,FALSE
"pleural
 fluid",Pleural fluid,SymptomOrSign,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
intervention,Interventional procedure,TreatmentName,1,0,1,0.91,Prozedur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
PPM,PLZ4-coated Paclitaxel-loaded Micelle Formulation,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
vein,Veins,BodyStructure,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pectoral region,Pectoral region structure,BodyStructure,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracic outlet,Thoracic outlet,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
volumes,Volume,ExaminationName,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
esophageal tear,Esophageal tear,Diagnosis,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
Aortic aneurysm,Aortic Aneurysm,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
post,Post,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
contours,Contour form,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
DOE,Dyspnea on exertion,SymptomOrSign,1,0,1,0.99,Belastungsdyspnoe,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
enlargement of the left ventricle,Left Ventricular Hypertrophy,SymptomOrSign,1,0,1,0.91,Linksventrikuläre Hypertrophie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
HCC,Liver carcinoma,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
mediastinal shift,Mediastinal shift,SymptomOrSign,0,2,2,0.99,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
spurs,Spur (body structure),SymptomOrSign,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
heart failure,Heart failure,Diagnosis,1,0,1,1.0,Herzversagen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
ventricular arrhythmias,Ventricular arrhythmia,Diagnosis,1,0,1,0.98,Ventrikuläre Arrhythmie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"right
 upper lobe",Structure of right upper lobe of lung,BodyStructure,0,3,3,0.833,,,,,umls,2,Failed: 3/3; Sources: umls; Files: 2,FALSE
obstruction,Obstruction,SymptomOrSign,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"lung
 biopsy",Biopsy of lung,ExaminationName,1,0,1,0.99,Lungenbiopsie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
non-distended,Abdomen not distended,SymptomOrSign,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chin,Chin,BodyStructure,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
flexed,Flexed (finding),SymptomOrSign,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
dorsal vertebra,Bone structure of thoracic vertebra,BodyStructure,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
osteoporotic,Osteoporosis,Diagnosis,1,0,1,0.99,Osteoporose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
esophageal squamous cell carcinoma,Squamous cell carcinoma of esophagus,Diagnosis,1,0,1,0.99,Plattenepithelkarzinom des Ösophagus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
open,Open,TreatmentName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary embolus,Pulmonary Embolism,Diagnosis,1,0,1,0.92,Lungenembolie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
mediastinal structures,Mediastinum,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"interval
 change",12-lead electrocardiogram: interval change,SymptomOrSign,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
RA,Rheumatoid Arthritis,Diagnosis,1,0,1,0.99,Rheumatoide Arthritis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Graves disease,Graves Disease,Diagnosis,1,0,1,1.0,Basedow-Krankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
levothyroxine,levothyroxine,MedicationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
TKR,Knee Replacement Arthroplasty,TreatmentName,1,0,1,1.0,Arthroplastik des Knies,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
acute pulmonary embolism,Acute pulmonary embolism,Diagnosis,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
arterial,Arteries,TreatmentName,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
embolization,"Embolization, Therapeutic",TreatmentName,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fat deposition,Fatty deposition,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
central venous lines,"Central venous catheter, device",TreatmentName,1,0,1,0.98,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
tingling,Has tingling sensation,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
arms,Upper Extremity,BodyStructure,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
legs,Lower Extremity,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
nerve,Nerve,BodyStructure,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hypothermia,Hypothermia (central) (local),TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
subclavian vein,Structure of subclavian vein,BodyStructure,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
afebrile,Apyrexial,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary hemorrhage,Pulmonary hemorrhage,Diagnosis,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
DLBCL,Diffuse Large B-Cell Lymphoma,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
HD,Huntington Disease,Diagnosis,1,0,1,1.0,Huntington-Krankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
chemo,Chemotherapy,TreatmentName,1,0,1,0.85,Chemotherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
BEAM,carmustine/cytarabine/etoposide/melphalan regimen,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
soft tissue,soft tissue,SymptomOrSign,0,2,2,0.98,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
mass effect,Mass Effect,SymptomOrSign,0,2,2,0.98,,,,,,1,Failed: 2/2; Files: 1,FALSE
"physical
  exam",Physical Examination,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
PE,Pulmonary Embolism,Diagnosis,1,0,1,1.0,Lungenembolie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
STEMI,ST segment elevation myocardial infarction,Diagnosis,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
breast tissue,Breast tissue sample,BodyStructure,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
aortic valve replacement,Replacement of aortic valve (procedure),TreatmentName,0,2,2,0.995,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
thoracic aortic,Thoracic aorta,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
SDH,"Hematoma, Subdural",Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cholangitis,Cholangitis,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
CT abdomen,CT of abdomen,ExaminationName,0,2,2,0.98,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
azygos lobe,Azygos lobe of lung,Diagnosis,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Biliary stent,Insertion of biliary stent,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
superior vena cava,Superior vena cava structure,BodyStructure,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
acute liver failure,"Liver Failure, Acute",Diagnosis,1,0,1,0.94,"Leberversagen, akutes",,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
clearing,Clearing,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
coughing,Coughing,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
HF,Heart failure,Diagnosis,1,0,1,0.8,Herzversagen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
agitation,Agitation,SymptomOrSign,1,0,1,0.99,Sich agitiert fühlen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
shoulders,Shoulder,BodyStructure,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
flattened diaphragms,diaphragm flattened,SymptomOrSign,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
fibrotic,fibrotic,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
chronic disease,Chronic disease,Diagnosis,1,0,1,1.0,Chronische Krankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Chronic lung disease,Chronic lung disease,Diagnosis,1,0,1,0.92,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
